Post_ID,Date,Doctor_ID,Specialty,Topic,Content_Type,Reach,Likes,Comments,Shares,Saves,CTA,Total_Engagement,Engagement_Rate,Engagement_per_1K_Reach
P0418,2025-10-28,D002,Diabetology,Insulin,Static Post,3869,104,14,14,16,Save Post,148,3.825277849573533,38.25277849573533
P0419,2025-12-15,D023,Cardiology,ECG,Static Post,3719,168,19,35,35,No CTA,257,6.91045980102178,69.1045980102178
P0420,2025-05-02,D008,Pediatrics,Child Nutrition,Static Post,3392,191,22,26,39,Read More,278,8.195754716981133,81.95754716981132
P0421,2025-10-23,D023,Cardiology,Blood Pressure,Carousel,3541,172,19,21,32,No CTA,244,6.890708839310928,68.90708839310929
P0422,2025-11-22,D002,Diabetology,HbA1c,Static Post,5042,206,17,17,32,Learn More,272,5.39468464894883,53.946846489488294
P0423,2025-04-27,D026,General Medicine,Immunity,Carousel,2091,79,4,5,19,No CTA,107,5.117168818747011,51.17168818747011
P0424,2025-10-04,D004,Diabetology,Diabetes,Carousel,1789,59,6,6,20,Contact Doctor,91,5.086640581330352,50.866405813303516
P0425,2025-01-27,D001,Diabetology,HbA1c,Reel/Video,1008,70,9,4,14,Book Appointment,97,9.623015873015873,96.23015873015873
P0426,2025-08-04,D002,Diabetology,Diabetes,Educational Post,1606,83,10,9,18,Contact Doctor,120,7.4719800747198,74.71980074719801
P0427,2025-11-21,D017,Dermatology,Sunscreen,Educational Post,8230,359,39,44,71,Read More,513,6.233292831105711,62.33292831105711
P0428,2025-10-14,D018,Dermatology,Skin Allergy,Static Post,7159,314,37,36,54,Read More,441,6.160078223215533,61.60078223215533
P0429,2025-01-27,D016,Dermatology,Hair Loss,Static Post,5028,198,32,21,39,Contact Doctor,290,5.767700875099443,57.677008750994425
P0430,2025-06-20,D026,General Medicine,Fever,Static Post,8303,382,26,49,59,Learn More,516,6.214621221245333,62.146212212453335
P0431,2025-02-16,D028,General Medicine,Immunity,Static Post,3914,114,18,15,18,Read More,165,4.215636177823199,42.15636177823199
P0432,2025-06-28,D017,Dermatology,Eczema,Reel/Video,2015,114,14,24,17,Read More,169,8.38709677419355,83.87096774193549
P0433,2025-05-28,D019,Dermatology,Eczema,Carousel,3311,133,16,13,23,Read More,185,5.58743581999396,55.8743581999396
P0434,2025-08-02,D024,Cardiology,Heart Health,Static Post,5830,203,25,19,37,No CTA,284,4.871355060034306,48.713550600343055
P0435,2025-12-02,D027,General Medicine,Immunity,Carousel,5157,295,24,32,60,Contact Doctor,411,7.969749854566609,79.6974985456661
P0436,2025-09-10,D020,Dermatology,Acne,Carousel,8421,466,54,68,82,Read More,670,7.956299726873294,79.56299726873293
P0437,2025-02-16,D009,Pediatrics,Fever,Static Post,10266,275,43,41,42,Contact Doctor,401,3.906097798558348,39.06097798558348
P0438,2025-01-18,D012,Neurology,Headache,Reel/Video,9134,398,33,48,65,Read More,544,5.95576965185023,59.5576965185023
P0439,2025-12-10,D010,Pediatrics,Newborn Care,Flyer,3275,101,18,17,16,Contact Doctor,152,4.641221374045801,46.412213740458014
P0440,2025-02-27,D030,General Medicine,Weight Loss,Flyer,3356,129,12,17,18,Read More,176,5.244338498212158,52.44338498212157
P0441,2025-10-14,D010,Pediatrics,Child Nutrition,Static Post,9989,528,61,77,120,Book Appointment,786,7.86865552107318,78.6865552107318
P0442,2025-01-11,D008,Pediatrics,Immunity,Flyer,4153,202,21,32,34,Save Post,289,6.958824945822298,69.58824945822298
P0443,2025-12-24,D020,Dermatology,Eczema,Educational Post,3749,217,19,27,38,No CTA,301,8.028807682048546,80.28807682048546
P0444,2025-02-10,D028,General Medicine,Immunity,Static Post,3469,219,20,34,38,Save Post,311,8.965119631017584,89.65119631017585
P0445,2025-02-04,D005,Diabetology,Insulin,Carousel,3043,212,23,28,46,Save Post,309,10.15445284258955,101.54452842589549
P0446,2025-11-21,D012,Neurology,Migraine,Carousel,2647,123,14,15,29,Contact Doctor,181,6.837929731771817,68.37929731771818
P0447,2025-11-28,D018,Dermatology,Eczema,Educational Post,8715,363,49,33,68,No CTA,513,5.886402753872633,58.86402753872633
P0448,2025-04-12,D028,General Medicine,Immunity,Carousel,7827,302,27,38,49,No CTA,416,5.314935479749585,53.14935479749585
P0449,2025-07-04,D009,Pediatrics,Vaccination,Educational Post,2834,173,25,19,32,Save Post,249,8.786167960479888,87.86167960479888
P0450,2025-09-04,D021,Cardiology,Heart Attack,Reel/Video,3865,219,26,38,49,No CTA,332,8.589909443725743,85.89909443725743
P0451,2025-04-06,D018,Dermatology,Eczema,Carousel,3550,159,20,15,29,Book Appointment,223,6.28169014084507,62.8169014084507
P0452,2025-01-03,D009,Pediatrics,Vaccination,Static Post,8059,471,56,68,68,Contact Doctor,663,8.226827149770441,82.26827149770442
P0453,2025-06-09,D026,General Medicine,Fever,Educational Post,2241,68,5,10,22,Learn More,105,4.685408299866131,46.85408299866131
P0454,2025-06-26,D007,Pediatrics,Vaccination,Carousel,4579,105,12,19,19,Book Appointment,155,3.385018563005023,33.850185630050234
P0455,2025-06-20,D010,Pediatrics,Fever,Reel/Video,5160,192,20,24,31,No CTA,267,5.174418604651162,51.74418604651162
P0456,2025-04-02,D013,Neurology,Sleep,Carousel,4022,172,22,24,29,Learn More,247,6.1412232720039786,61.41223272003978
P0457,2025-07-12,D024,Cardiology,Cholesterol,Flyer,1760,124,10,16,9,No CTA,159,9.03409090909091,90.3409090909091
P0458,2025-02-01,D023,Cardiology,Heart Attack,Reel/Video,4984,367,42,41,69,Book Appointment,519,10.413322632423757,104.13322632423757
P0459,2025-06-08,D005,Diabetology,Diabetes,Flyer,1585,70,11,10,11,Read More,102,6.435331230283911,64.35331230283911
P0460,2025-12-08,D007,Pediatrics,Child Nutrition,Carousel,6771,369,48,43,68,Book Appointment,528,7.797961896322551,77.97961896322552
P0461,2025-01-26,D006,Pediatrics,Fever,Flyer,9286,296,36,48,62,Learn More,442,4.7598535429679085,47.59853542967909
P0462,2025-03-14,D016,Dermatology,Skin Allergy,Carousel,4066,191,20,15,21,Book Appointment,247,6.074766355140187,60.74766355140187
P0463,2025-11-27,D021,Cardiology,Cholesterol,Carousel,2181,129,12,6,16,Book Appointment,163,7.473635946813388,74.73635946813388
P0464,2025-05-13,D023,Cardiology,Blood Pressure,Static Post,3809,235,24,45,42,No CTA,346,9.08374901548963,90.8374901548963
P0465,2025-07-22,D030,General Medicine,Weight Loss,Carousel,3508,204,26,28,41,Contact Doctor,299,8.523375142531357,85.23375142531357
P0466,2025-06-27,D009,Pediatrics,Immunity,Educational Post,3290,78,7,4,22,Save Post,111,3.3738601823708207,33.73860182370821
P0467,2025-11-10,D002,Diabetology,Insulin,Flyer,7811,406,54,61,69,Contact Doctor,590,7.553450262450391,75.53450262450392
P0468,2025-04-11,D029,General Medicine,Fever,Reel/Video,6467,407,41,57,83,Book Appointment,588,9.092314829132519,90.92314829132519
P0469,2025-12-21,D002,Diabetology,Diabetes,Carousel,7725,475,57,64,70,Book Appointment,666,8.62135922330097,86.21359223300972
P0470,2025-08-15,D010,Pediatrics,Newborn Care,Static Post,6096,257,26,31,36,Contact Doctor,350,5.741469816272966,57.41469816272966
P0471,2025-02-26,D015,Neurology,Headache,Reel/Video,4313,217,26,34,46,Save Post,323,7.488986784140969,74.8898678414097
P0472,2025-01-27,D003,Diabetology,Diabetes,Flyer,3248,194,26,35,33,No CTA,288,8.866995073891626,88.66995073891626
P0473,2025-06-12,D018,Dermatology,Eczema,Educational Post,4050,78,11,9,13,Learn More,111,2.740740740740741,27.40740740740741
P0474,2025-11-01,D002,Diabetology,Diabetes,Flyer,4139,221,23,32,35,Read More,311,7.513892244503503,75.13892244503504
P0475,2025-06-17,D016,Dermatology,Acne,Educational Post,1517,48,4,8,4,Contact Doctor,64,4.218852999340804,42.18852999340804
P0476,2025-07-13,D023,Cardiology,ECG,Carousel,5125,238,33,30,51,Read More,352,6.86829268292683,68.6829268292683
P0477,2025-03-09,D020,Dermatology,Skin Allergy,Educational Post,7535,237,33,26,58,Contact Doctor,354,4.698075646980756,46.98075646980757
P0478,2025-08-11,D014,Neurology,Memory,Flyer,3602,118,12,10,27,Read More,167,4.636313159355914,46.36313159355913
P0479,2025-10-03,D008,Pediatrics,Vaccination,Reel/Video,3082,212,36,18,46,Contact Doctor,312,10.123296560674886,101.23296560674886
P0480,2025-10-12,D029,General Medicine,Immunity,Carousel,2205,94,7,13,18,Learn More,132,5.986394557823129,59.86394557823129
